GEOID,NAME,racial_majority,total_filings_12months,eviction_rate_12months,SVI_numeric,ALAND,AWATER,estimated_population,SVI_normalized,eviction_rate_normalized
39049006950,69.50,White,1,0.24233576783845703,0.025,4126506,258098,4126.506,0.025,6.310921815596209e-4
39049006991,69.91,White,14,2.0008543648137755,0.028,6997011,108904,6997.011,0.028,0.005210636289213224
39049006992,69.92,Black,216,233.73082000562687,0.821,924140,0,924.14,0.821,0.6086831275909655
39049007010,70.10,White,4,1.4584796370719273,0.19,2742582,111788,2742.582,0.19,0.0037981809459244832
39049007020,70.20,White,8,1.804968627389045,0.133,4432210,11373,4432.21,0.133,0.004700509540403302
39049007041,70.41,White,48,12.718429083231785,0.38,3774051,67425,3774.051,0.38,0.03312140517985197
39049007043,70.43,White,244,93.75939034877726,0.812,2602406,4220,2602.406,0.812,0.2441687363144579
39049007044,70.44,White,105,47.498631587042375,0.276,2210590,36367,2210.59,0.276,0.1236962058747578
39049007047,70.47,White,38,16.291260296183683,0.268,2332539,18102,2332.539,0.268,0.042425792496004075
39049007048,70.48,White,53,18.52792490387328,0.068,2860547,49277,2860.547,0.068,0.048250527157644975
39049007101,71.01,White,17,8.232732569852315,0.54,2064928,9690,2064.928,0.54,0.0214397288689488
39049007102,71.02,White,9,3.193038324974668,0.206,2818632,15816,2818.632,0.206,0.008315328522428533
39049007103,71.03,White,13,8.825214588487032,0.298,1473052,5899,1473.052,0.298,0.022982673903477437
39049007112,71.12,Other,61,15.416482595549338,0.627,3956804,32802,3956.804,0.627,0.04014769144473438
39049007113,71.13,Other,55,20.91623769364633,0.613,2629536,49532,2629.536,0.613,0.05447018487548281
39049007114,71.14,White,50,12.010935716751389,0.53,4162873,74871,4162.873,0.53,0.031278946940716965
39049007115,71.15,Other,182,103.3487258578512,0.839,1761028,6123,1761.028,0.839,0.26914133825476566
39049007120,71.20,White,39,11.555685664016366,0.131,3374962,50541,3374.962,0.131,0.030093382170405397
39049007193,71.93,White,17,3.7570920637839307,0.074,4524776,30979,4524.776,0.074,0.009784240469340516
39049007198,71.98,White,5,3.26731825705561,0.289,1530307,11018,1530.307,0.289,0.008508768743000146
39049007199,71.99,Other,173,49.090325063079646,0.474,3524116,50459,3524.116,0.474,0.12784130305593902
39049007202,72.02,Other,68,17.879116140635023,0.553,3803320,192546,3803.32,0.553,0.04656089569523543
39049007205,72.05,White,76,14.107147497651903,0.016,5387340,36515,5387.34,0.016,0.03673791355393826
39049007209,72.09,White,170,29.757174454761042,0.296,5712908,61933,5712.908,0.296,0.07749380255012106
39049007211,72.11,White,2,0.11726675583630779,0.014,17055132,317180,17055.132,0.014,3.053867508922082e-4
39049007212,72.12,White,18,2.622591968836614,0.24,6863439,94052,6863.439,0.24,0.006829768885198742
39049007213,72.13,White,5,0.18950370079882253,0.042,26384709,242738,26384.709,0.042,4.93506612818596e-4
39049007214,72.14,White,59,27.211750310513743,0.36,2168181,15642,2168.181,0.36,0.07086499455154945
39049007215,72.15,White,73,13.445546549495177,0.098,5429307,32929,5429.307,0.098,0.03501496861098427
39049007301,73.01,White,137,49.72740669759204,0.316,2755020,26284,2755.02,0.316,0.12950039466318378
39049007302,73.02,White,49,22.236935913604512,0.184,2203541,17849,2203.541,0.184,0.05790955467322114
39049007303,73.03,White,87,7.295478187149141,0.318,11925195,214890,11925.195,0.318,0.01899892568775783
39049007305,73.05,White,11,3.315545931764859,0.331,3317704,19524,3317.704,0.331,0.008634363527110169
39049007306,73.06,White,2,0.305435934965359,0.003,6548018,84525,6548.018,0.003,7.954179948066316e-4
39049007394,73.94,White,5,0.28414215154482975,0.018,17596826,290288,17596.826,0.018,7.399646032070969e-4
39049007397,73.97,White,96,29.135415645536106,0.256,3294959,42344,3294.959,0.256,0.07587461473142794
39049007398,73.98,Other,58,10.680581377190991,0.321,5430416,30912,5430.416,0.321,0.027814430621524052
39049007424,74.24,White,160,36.60466142060861,0.426,4371028,21415,4371.028,0.426,0.09532606695757118
39049007425,74.25,White,21,8.419513063475913,0.159,2494206,26075,2494.206,0.159,0.021926143690190854
39049007426,74.26,White,16,5.857516639923443,0.057,2731533,68090,2731.533,0.057,0.015254178067825593
39049007427,74.27,White,56,7.788138164908819,0.267,7190422,66804,7190.422,0.267,0.0202819135970735
39049007492,74.92,White,37,5.982350449323025,0.115,6184860,195291,6184.86,0.115,0.015579270982540918
39049007494,74.94,White,26,9.0767607694021,0.216,2864458,27479,2864.458,0.216,0.023637751895028827
39049007511,75.11,Black,56,32.68494572256201,0.949,1713327,2137,1713.327,0.949,0.08511832109719654
39049007512,75.12,Black,95,48.088677546181586,0.928,1975517,13400,1975.517,0.928,0.12523280690932662
39049007520,75.20,Black,83,32.69469692015955,0.757,2538638,30913,2538.638,0.757,0.085143715221306
39049007531,75.31,Black,111,57.83277159129216,0.949,1919327,2355,1919.327,0.949,0.15060843190724355
39049007532,75.32,Black,76,90.1374239910242,0.846,843157,12935,843.157,0.846,0.23473639097543367
39049007533,75.33,Black,44,20.813603771425004,0.955,2114002,18586,2114.002,0.955,0.05420290503291391
39049007534,75.34,Black,27,11.717356529648818,0.958,2304274,14767,2304.274,0.958,0.030514406355966937
39049007550,75.50,Black,111,18.267972393308458,0.57,6076208,68583,6076.208,0.57,0.0475735573547242
39049007552,75.52,Black,18,11.978813471906022,0.88,1502653,13158,1502.653,0.88,0.03119529400843679
39049007553,75.53,Black,348,258.68239971039463,0.724,1345279,19245,1345.279,0.724,0.6736621730273683
39049007710,77.10,Other,142,69.7652938298002,0.919,2035396,0,2035.396,0.919,0.18168317402302
39049007721,77.21,Black,301,140.0201889574776,0.987,2149690,15318,2149.69,0.987,0.36464137052385154
39049007722,77.22,White,106,59.13756233852237,0.886,1792431,0,1792.431,0.886,0.15400637537424852
